Age,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,ProjectsHandled,TrainingHours,CustomerSatisfaction,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,Income_per_year,Gap_since_promotion,Satisfaction_score,Experience_ratio,Gender,Department,JobRole,EducationLevel,Country
26,87882.0,32,6,2,21,4.0,14,2.6,3,1054584.0,11,3.3,0.5384615384615384,Other,Sales,Account Manager,1,India
44,125274.0,38,8,4,77,3.0,9,1.07,1,1503288.0,5,2.035,0.20454545454545456,Other,Sales,Sales Executive,3,UK
32,69596.0,8,25,1,51,,6,4.23,3,835152.0,7,,0.1875,Female,Finance,Auditor,1,France
21,150477.0,30,11,7,37,2.0,4,2.17,3,1805724.0,5,2.085,0.19047619047619047,Male,Support,Helpdesk,5,Germany
39,147300.0,26,12,12,62,3.0,2,2.8,3,1767600.0,2,2.9,0.05128205128205128,Other,Support,Support Engineer,2,USA
28,137113.0,9,6,5,69,,6,7.2,3,1645356.0,6,,0.21428571428571427,Male,HR,HR Manager,2,USA
54,43249.0,4,20,2,62,,9,5.87,4,518988.0,4,,0.16666666666666666,Other,Finance,Auditor,3,Canada
27,35448.0,40,20,4,41,,11,-1.33,4,425376.0,6,,0.4074074074074074,Female,Finance,Accountant,4,India
56,122891.0,14,25,6,45,,12,3.03,4,1474692.0,9,,0.21428571428571427,Other,HR,HR Manager,1,France
24,42837.0,34,5,10,14,,6,2.37,4,514044.0,6,,0.25,Female,IT,Developer,1,UK
29,74702.0,15,11,3,54,,13,5.17,3,896424.0,12,,0.4482758620689655,Female,Finance,Accountant,2,USA
38,112040.0,37,3,9,54,,14,2.1,3,1344480.0,14,,0.3684210526315789,Female,HR,HR Executive,2,Canada
35,170493.0,17,6,15,57,,11,5.6,3,2045916.0,6,,0.3142857142857143,Female,Finance,Accountant,3,Canada
42,44817.0,9,25,14,60,6.0,2,4.03,3,537804.0,3,5.015000000000001,0.047619047619047616,Male,Sales,Account Manager,3,Canada
56,39070.0,7,20,12,54,7.0,2,5.27,3,468840.0,3,6.135,0.03571428571428571,Female,Support,Support Engineer,1,Germany
32,107827.0,15,29,2,35,,3,2.17,3,1293924.0,2,,0.09375,Female,Finance,Auditor,5,France
44,170873.0,14,17,3,72,,5,4.37,2,2050476.0,4,,0.11363636363636363,Female,IT,Developer,5,India
55,162151.0,9,14,15,69,9.0,10,5.87,3,1945812.0,4,7.4350000000000005,0.18181818181818182,Other,Support,Helpdesk,3,Germany
42,170095.0,2,2,11,42,,12,9.27,5,2041140.0,11,,0.2857142857142857,Female,Marketing,Content Lead,4,Germany
50,155425.0,8,13,8,44,7.0,13,6.23,3,1865100.0,11,6.615,0.26,Female,Support,Support Engineer,4,USA
56,75142.0,5,24,1,14,3.0,2,5.0,3,901704.0,3,4.0,0.03571428571428571,Other,Support,Helpdesk,5,UK
25,156837.0,40,5,9,9,1.0,8,1.17,2,1882044.0,7,1.085,0.32,Other,Sales,Sales Executive,2,Germany
26,32981.0,40,25,14,16,,6,-2.17,3,395772.0,7,,0.23076923076923078,Female,Finance,Accountant,4,Germany
39,171542.0,35,18,10,45,,13,0.0,3,2058504.0,10,,0.3333333333333333,Male,IT,Engineer,2,Canada
23,164893.0,21,13,3,44,,12,3.63,2,1978716.0,5,,0.5217391304347826,Female,IT,Engineer,1,UK
49,123450.0,20,9,11,25,,13,4.5,3,1481400.0,6,,0.2653061224489796,Other,HR,HR Executive,4,France
24,99973.0,5,0,5,21,,6,9.0,5,1199676.0,5,,0.25,Male,IT,Developer,2,France
22,71184.0,29,17,1,41,,11,1.37,3,854208.0,10,,0.5,Other,Finance,Accountant,2,Canada
56,169664.0,33,24,14,70,1.0,4,-0.6,4,2035968.0,2,0.2,0.07142857142857142,Male,Support,Helpdesk,5,France
50,102015.0,8,11,2,19,,6,6.57,3,1224180.0,3,,0.12,Female,Marketing,SEO Analyst,3,India
42,83883.0,16,13,2,24,,11,4.63,2,1006596.0,7,,0.2619047619047619,Female,IT,Engineer,2,USA
44,59968.0,32,16,1,9,7.0,11,0.93,4,719616.0,2,3.965,0.25,Male,Sales,Sales Executive,5,USA
56,146542.0,39,6,9,12,,15,1.2,4,1758504.0,15,,0.26785714285714285,Male,HR,HR Manager,2,UK
54,91897.0,39,29,14,75,,6,-2.63,1,1102764.0,2,,0.1111111111111111,Other,Finance,Accountant,1,India
58,178781.0,22,23,2,11,,9,1.77,4,2145372.0,4,,0.15517241379310345,Female,HR,HR Executive,5,Canada
26,109535.0,15,7,6,55,,5,5.83,3,1314420.0,2,,0.19230769230769232,Female,Finance,Auditor,4,Canada
37,165808.0,24,9,5,17,,4,3.7,4,1989696.0,3,,0.10810810810810811,Female,HR,HR Manager,3,Canada
32,84858.0,17,8,14,70,,3,5.27,3,1018296.0,2,,0.09375,Male,Marketing,SEO Analyst,4,Germany
60,77093.0,39,9,15,61,,2,0.7,2,925116.0,2,,0.03333333333333333,Female,IT,Tester,3,UK
55,131743.0,26,3,9,79,,7,4.3,2,1580916.0,8,,0.12727272727272726,Female,IT,Engineer,5,India
55,134434.0,28,11,13,54,,11,2.57,3,1613208.0,9,,0.2,Male,Finance,Auditor,5,France
24,136945.0,28,15,8,25,,9,1.9,4,1643340.0,4,,0.375,Male,HR,HR Executive,1,USA
43,135916.0,2,17,6,58,,7,6.77,3,1630992.0,2,,0.16279069767441862,Female,Marketing,Content Lead,3,Germany
57,93082.0,12,30,13,42,8.0,12,2.6,3,1116984.0,6,5.3,0.21052631578947367,Male,Support,Support Engineer,2,Canada
29,65014.0,6,4,5,33,,2,8.13,3,780168.0,2,,0.06896551724137931,Male,Marketing,Content Lead,1,France
30,112960.0,11,10,9,67,,4,6.13,2,1355520.0,3,,0.13333333333333333,Other,HR,HR Executive,1,India
52,132414.0,15,19,6,64,,8,3.83,3,1588968.0,5,,0.15384615384615385,Other,HR,HR Executive,4,UK
35,143004.0,6,3,11,50,,5,8.3,3,1716048.0,6,,0.14285714285714285,Other,Finance,Accountant,1,Germany
56,54712.0,10,28,2,13,,6,3.33,1,656544.0,6,,0.10714285714285714,Male,Marketing,Content Lead,3,India
30,153348.0,31,1,13,74,3.0,7,3.63,5,1840176.0,8,3.315,0.23333333333333334,Male,Sales,Account Manager,1,UK
55,174508.0,20,4,1,49,,10,5.33,3,2094096.0,5,,0.18181818181818182,Male,IT,Tester,5,UK
26,144116.0,31,2,2,64,,6,3.47,4,1729392.0,3,,0.23076923076923078,Female,HR,HR Manager,2,France
56,159885.0,3,16,7,65,,6,6.73,1,1918620.0,7,,0.10714285714285714,Male,IT,Engineer,2,Germany
27,169508.0,17,3,1,48,8.0,15,6.1,4,2034096.0,15,7.05,0.5555555555555556,Female,Sales,Account Manager,1,Germany
38,177664.0,39,3,12,70,3.0,2,1.7,2,2131968.0,3,2.35,0.05263157894736842,Male,Sales,Sales Executive,2,Germany
21,47481.0,15,12,2,69,8.0,10,5.0,3,569772.0,10,6.5,0.47619047619047616,Male,Sales,Account Manager,5,India
46,30120.0,8,27,15,9,,3,3.9,4,361440.0,3,,0.06521739130434782,Other,Finance,Auditor,4,Canada
50,142858.0,15,24,15,76,2.0,7,3.0,4,1714296.0,7,2.5,0.14,Other,Sales,Account Manager,3,India
31,105734.0,21,11,9,64,,15,3.97,3,1268808.0,10,,0.4838709677419355,Female,Finance,Accountant,1,UK
51,162145.0,33,22,2,58,,13,-0.27,2,1945740.0,13,,0.2549019607843137,Other,HR,HR Manager,4,India
24,46636.0,28,8,10,56,1.0,13,3.07,2,559632.0,6,2.035,0.5416666666666666,Other,Support,Helpdesk,3,India
32,170728.0,37,1,10,8,1.0,15,2.43,3,2048736.0,5,1.715,0.46875,Male,Support,Helpdesk,3,Germany
27,133923.0,13,30,7,60,6.0,11,2.4,4,1607076.0,4,4.2,0.4074074074074074,Female,Sales,Sales Executive,1,France
57,79891.0,16,29,11,44,,4,1.97,5,958692.0,2,,0.07017543859649122,Other,IT,Developer,3,UK
21,58705.0,37,22,15,55,,13,-1.07,3,704460.0,2,,0.6190476190476191,Female,Marketing,SEO Analyst,2,Canada
22,119161.0,12,13,8,48,,10,5.43,4,1429932.0,5,,0.45454545454545453,Male,Marketing,Content Lead,3,Germany
38,122362.0,22,5,14,33,10.0,3,4.77,3,1468344.0,4,7.385,0.07894736842105263,Female,Sales,Sales Executive,3,Germany
57,122097.0,21,5,12,16,,8,4.97,3,1465164.0,5,,0.14035087719298245,Other,IT,Developer,5,Canada
53,99804.0,21,9,9,57,1.0,9,4.3,3,1197648.0,9,2.65,0.16981132075471697,Other,Sales,Sales Executive,4,Germany
21,68709.0,33,21,9,14,,8,-0.1,4,824508.0,2,,0.38095238095238093,Female,HR,HR Manager,4,Germany
29,73431.0,25,27,1,15,,8,0.5,5,881172.0,7,,0.27586206896551724,Female,HR,HR Manager,1,France
45,152937.0,27,0,13,79,6.0,2,4.6,5,1835244.0,2,5.3,0.044444444444444446,Male,Support,Helpdesk,3,France
24,50829.0,25,15,9,52,4.0,8,2.5,3,609948.0,6,3.25,0.3333333333333333,Male,Support,Support Engineer,2,France
22,91538.0,6,19,4,52,1.0,14,5.63,3,1098456.0,12,3.315,0.6363636363636364,Female,Support,Helpdesk,2,Germany
53,72612.0,15,8,4,28,8.0,10,5.67,4,871344.0,5,6.835,0.18867924528301888,Other,Sales,Account Manager,4,India
26,113808.0,7,5,2,26,,10,7.77,3,1365696.0,5,,0.38461538461538464,Male,HR,HR Manager,4,Germany
30,78248.0,39,16,6,51,,8,-0.47,4,938976.0,9,,0.26666666666666666,Female,Finance,Accountant,1,Canada
22,36366.0,20,0,14,37,,6,6.0,4,436392.0,4,,0.2727272727272727,Male,Marketing,Content Lead,1,France
34,124118.0,5,30,4,67,,4,4.0,3,1489416.0,4,,0.11764705882352941,Other,Finance,Auditor,3,USA
42,173076.0,35,30,12,51,3.0,4,-2.0,4,2076912.0,5,0.5,0.09523809523809523,Other,Sales,Account Manager,4,UK
30,60148.0,5,8,9,50,5.0,6,7.67,3,721776.0,6,6.335,0.2,Male,Sales,Sales Executive,5,UK
48,179876.0,17,0,10,8,,3,6.6,3,2158512.0,2,,0.0625,Female,IT,Developer,3,India
50,71648.0,11,12,2,49,,12,5.8,3,859776.0,10,,0.24,Female,IT,Engineer,5,UK
50,129341.0,40,7,15,71,,15,0.83,4,1552092.0,11,,0.3,Female,Finance,Auditor,4,India
32,154022.0,11,14,2,14,,8,5.47,3,1848264.0,9,,0.25,Male,HR,HR Manager,1,France
49,38841.0,20,17,10,53,,10,3.17,3,466092.0,4,,0.20408163265306123,Male,IT,Developer,1,Germany
28,54740.0,24,26,12,13,,15,0.87,4,656880.0,12,,0.5357142857142857,Other,HR,HR Manager,4,USA
59,53573.0,2,5,9,43,,14,8.77,2,642876.0,7,,0.23728813559322035,Female,HR,HR Executive,4,Canada
37,176277.0,9,2,6,10,1.0,14,7.87,4,2115324.0,6,4.4350000000000005,0.3783783783783784,Male,Support,Helpdesk,3,UK
27,107565.0,23,7,4,33,9.0,12,4.23,2,1290780.0,3,6.615,0.4444444444444444,Other,Support,Support Engineer,5,France
47,46944.0,31,15,9,45,,3,1.3,2,563328.0,3,,0.06382978723404255,Other,HR,HR Manager,5,USA
35,45633.0,37,11,7,43,9.0,15,0.77,3,547596.0,3,4.885,0.42857142857142855,Male,Sales,Sales Executive,4,Germany
35,167197.0,10,4,5,45,,14,7.33,3,2006364.0,8,,0.4,Male,Finance,Accountant,2,Canada
55,112507.0,13,10,5,75,8.0,7,5.73,5,1350084.0,7,6.865,0.12727272727272726,Male,Sales,Account Manager,1,Germany
33,90509.0,36,14,9,16,5.0,2,0.47,3,1086108.0,3,2.735,0.06060606060606061,Female,Sales,Account Manager,2,USA
45,150675.0,40,18,14,76,,12,-1.0,1,1808100.0,9,,0.26666666666666666,Female,HR,HR Executive,5,Germany
46,71300.0,24,11,1,64,,10,3.37,3,855600.0,10,,0.21739130434782608,Female,Marketing,SEO Analyst,1,Germany
60,77783.0,5,5,8,39,,9,8.17,3,933396.0,4,,0.15,Male,Marketing,SEO Analyst,4,Canada
58,109972.0,24,13,5,32,,10,3.03,4,1319664.0,9,,0.1724137931034483,Other,IT,Tester,2,Canada
37,148267.0,34,0,7,10,,5,3.2,4,1779204.0,3,,0.13513513513513514,Male,Marketing,Content Lead,4,India
56,131748.0,37,28,8,61,,7,-2.07,3,1580976.0,7,,0.125,Other,IT,Tester,1,Germany
51,145326.0,6,24,9,75,,12,4.8,3,1743912.0,8,,0.23529411764705882,Male,IT,Engineer,2,UK
32,145172.0,24,19,8,28,,3,2.03,5,1742064.0,4,,0.09375,Male,Marketing,Content Lead,4,Germany
25,140663.0,27,0,6,62,1.0,13,4.6,3,1687956.0,7,2.8,0.52,Other,Sales,Sales Executive,5,USA
25,122261.0,39,23,14,28,,4,-1.63,1,1467132.0,5,,0.16,Male,Finance,Accountant,5,UK
31,35923.0,15,30,7,25,,12,2.0,4,431076.0,5,,0.3870967741935484,Female,HR,HR Manager,4,USA
47,121204.0,34,24,13,22,,14,-0.8,4,1454448.0,13,,0.2978723404255319,Female,IT,Developer,5,Canada
56,48764.0,7,14,9,53,9.0,5,6.27,3,585168.0,3,7.635,0.08928571428571429,Other,Sales,Account Manager,2,Germany
43,111995.0,10,7,1,64,8.0,5,6.83,4,1343940.0,4,7.415,0.11627906976744186,Female,Sales,Sales Executive,5,UK
23,146939.0,16,13,11,26,,7,4.63,3,1763268.0,6,,0.30434782608695654,Female,HR,HR Manager,1,France
38,131509.0,26,26,12,28,9.0,3,0.47,5,1578108.0,2,4.735,0.07894736842105263,Male,Sales,Account Manager,2,India
36,49565.0,38,26,12,10,8.0,9,-1.93,2,594780.0,4,3.035,0.25,Other,Support,Support Engineer,5,USA
35,85186.0,33,12,5,79,,10,1.4,3,1022232.0,4,,0.2857142857142857,Female,HR,HR Executive,5,France
37,170101.0,12,26,11,56,,11,3.27,3,2041212.0,2,,0.2972972972972973,Female,Marketing,SEO Analyst,3,UK
42,166547.0,29,25,7,7,,6,0.03,3,1998564.0,5,,0.14285714285714285,Female,Marketing,SEO Analyst,1,India
46,136830.0,0,12,4,30,,4,8.0,3,1641960.0,5,,0.08695652173913043,Male,Marketing,Content Lead,5,USA
36,89473.0,15,20,3,5,,13,3.67,3,1073676.0,10,,0.3611111111111111,Other,Marketing,Content Lead,2,USA
28,80131.0,28,19,2,29,,2,1.23,3,961572.0,3,,0.07142857142857142,Female,Finance,Auditor,3,UK
36,60436.0,27,29,15,57,,8,-0.23,4,725232.0,3,,0.2222222222222222,Female,IT,Tester,4,India
42,167857.0,3,23,4,48,,4,5.57,3,2014284.0,2,,0.09523809523809523,Female,HR,HR Executive,5,India
33,153228.0,30,13,8,14,,4,1.83,4,1838736.0,5,,0.12121212121212122,Female,Finance,Auditor,2,Canada
47,109066.0,22,1,5,30,,4,5.43,3,1308792.0,5,,0.0851063829787234,Male,Finance,Accountant,5,India
55,136921.0,33,13,1,67,,9,1.23,3,1643052.0,5,,0.16363636363636364,Male,HR,HR Manager,1,France
32,99855.0,9,16,3,40,,4,5.53,4,1198260.0,5,,0.125,Male,HR,HR Executive,2,India
36,40969.0,34,21,15,53,,15,-0.3,2,491628.0,13,,0.4166666666666667,Male,IT,Developer,4,France
21,88812.0,7,19,3,40,9.0,10,5.43,5,1065744.0,8,7.215,0.47619047619047616,Other,Sales,Sales Executive,1,Germany
33,96146.0,10,11,6,38,,13,6.17,3,1153752.0,3,,0.3939393939393939,Female,Marketing,Content Lead,2,France
33,76013.0,11,3,4,51,,10,7.3,3,912156.0,11,,0.30303030303030304,Male,HR,HR Manager,5,USA
53,86146.0,31,7,7,5,3.0,7,2.63,2,1033752.0,2,2.815,0.1320754716981132,Male,Support,Helpdesk,2,France
36,133790.0,2,26,10,74,,5,5.27,4,1605480.0,3,,0.1388888888888889,Female,IT,Tester,1,Canada
47,82116.0,17,15,3,21,6.0,5,4.1,4,985392.0,6,5.05,0.10638297872340426,Female,Support,Helpdesk,2,USA
36,174515.0,6,6,2,55,1.0,5,7.8,4,2094180.0,4,4.4,0.1388888888888889,Female,Sales,Account Manager,2,Canada
51,32394.0,38,9,6,9,,11,0.9,3,388728.0,12,,0.21568627450980393,Female,IT,Tester,2,USA
28,167537.0,5,14,12,43,,10,6.67,3,2010444.0,5,,0.35714285714285715,Other,HR,HR Executive,2,Canada
55,172995.0,23,3,2,55,,14,4.9,3,2075940.0,8,,0.2545454545454545,Male,IT,Engineer,3,USA
32,92794.0,4,22,5,17,,12,5.53,3,1113528.0,4,,0.375,Male,HR,HR Executive,1,France
48,137935.0,35,17,8,66,,3,0.17,3,1655220.0,2,,0.0625,Other,HR,HR Manager,2,France
44,115462.0,19,16,13,78,,7,3.53,4,1385544.0,5,,0.1590909090909091,Female,Marketing,SEO Analyst,2,Canada
27,87597.0,5,14,1,30,6.0,8,6.67,2,1051164.0,7,6.335,0.2962962962962963,Other,Support,Helpdesk,3,India
58,55055.0,26,3,13,26,3.0,5,4.3,4,660660.0,2,3.65,0.08620689655172414,Female,Support,Helpdesk,3,UK
43,137797.0,9,6,10,17,,13,7.2,2,1653564.0,8,,0.3023255813953488,Male,IT,Tester,1,France
43,53127.0,30,18,15,7,3.0,12,1.0,3,637524.0,2,2.0,0.27906976744186046,Female,Sales,Sales Executive,1,France
34,140036.0,27,16,5,80,3.0,8,1.93,3,1680432.0,3,2.465,0.23529411764705882,Male,Support,Helpdesk,4,UK
40,124811.0,15,6,9,75,,14,6.0,3,1497732.0,8,,0.35,Other,Finance,Accountant,4,France
39,155312.0,25,4,12,10,,5,4.33,2,1863744.0,2,,0.1282051282051282,Other,IT,Developer,5,Canada
49,105484.0,32,30,4,10,7.0,3,-1.4,3,1265808.0,3,2.8,0.061224489795918366,Male,Sales,Account Manager,3,Canada
25,104217.0,10,0,11,24,,2,8.0,5,1250604.0,2,,0.08,Female,HR,HR Executive,1,India
46,167454.0,15,5,10,67,,4,6.17,3,2009448.0,2,,0.08695652173913043,Male,Finance,Accountant,1,France
33,68529.0,40,0,10,69,,9,2.0,2,822348.0,5,,0.2727272727272727,Other,IT,Developer,5,Germany
31,53142.0,28,1,5,48,,15,4.23,3,637704.0,8,,0.4838709677419355,Female,Finance,Auditor,4,USA
58,40979.0,18,25,15,46,,9,2.23,3,491748.0,3,,0.15517241379310345,Male,Finance,Accountant,5,Canada
46,161498.0,23,3,11,65,,9,4.9,4,1937976.0,8,,0.1956521739130435,Female,Marketing,SEO Analyst,4,India
21,147713.0,23,24,13,43,,14,1.4,3,1772556.0,6,,0.6666666666666666,Female,IT,Engineer,4,USA
22,93080.0,30,15,10,66,8.0,2,1.5,3,1116960.0,2,4.75,0.09090909090909091,Other,Sales,Sales Executive,1,France
56,129210.0,39,8,8,31,5.0,14,0.87,1,1550520.0,11,2.935,0.25,Male,Sales,Sales Executive,1,Canada
51,37689.0,15,3,4,19,8.0,13,6.5,2,452268.0,2,7.25,0.2549019607843137,Other,Support,Support Engineer,1,Germany
30,173685.0,20,23,6,37,,14,2.17,3,2084220.0,13,,0.4666666666666667,Female,Marketing,SEO Analyst,5,France
46,68482.0,3,0,1,24,,11,9.4,2,821784.0,6,,0.2391304347826087,Female,IT,Tester,4,USA
37,51630.0,11,28,2,6,3.0,7,3.13,3,619560.0,3,3.065,0.1891891891891892,Male,Support,Support Engineer,1,India
31,41134.0,31,0,2,19,,2,3.8,4,493608.0,2,,0.06451612903225806,Male,IT,Engineer,2,India
22,46137.0,29,25,11,50,4.0,4,0.03,3,553644.0,5,2.015,0.18181818181818182,Male,Sales,Sales Executive,5,UK
54,38595.0,12,1,14,8,,9,7.43,3,463140.0,9,,0.16666666666666666,Female,HR,HR Manager,5,India
52,175777.0,26,23,6,80,4.0,14,0.97,3,2109324.0,12,2.485,0.2692307692307692,Male,Sales,Sales Executive,3,France
32,102650.0,3,2,13,30,1.0,7,9.07,5,1231800.0,6,5.035,0.21875,Other,Sales,Account Manager,4,India
51,107276.0,13,0,15,6,,13,7.4,5,1287312.0,11,,0.2549019607843137,Female,Marketing,Content Lead,1,Canada
22,131037.0,19,9,10,35,9.0,7,4.7,4,1572444.0,5,6.85,0.3181818181818182,Other,Support,Support Engineer,3,India
21,131917.0,20,16,15,70,5.0,5,3.33,2,1583004.0,2,4.165,0.23809523809523808,Female,Sales,Account Manager,1,India
60,133093.0,37,8,13,50,,12,1.27,4,1597116.0,7,,0.2,Other,Marketing,Content Lead,3,UK
48,72367.0,25,0,10,60,,2,5.0,4,868404.0,3,,0.041666666666666664,Female,IT,Tester,5,India
25,32438.0,18,29,7,48,9.0,10,1.57,3,389256.0,5,5.285,0.4,Male,Support,Helpdesk,2,Germany
49,59217.0,4,22,13,63,,2,5.53,3,710604.0,3,,0.04081632653061224,Male,Finance,Accountant,1,India
59,175726.0,35,16,13,70,8.0,12,0.33,4,2108712.0,2,4.165,0.2033898305084746,Other,Sales,Account Manager,1,Germany
41,32496.0,15,15,12,44,,12,4.5,3,389952.0,12,,0.2926829268292683,Female,Marketing,SEO Analyst,3,France
27,30860.0,15,29,6,16,,9,2.17,3,370320.0,5,,0.3333333333333333,Female,IT,Engineer,4,UK
48,84698.0,34,4,10,57,4.0,7,2.53,4,1016376.0,2,3.2649999999999997,0.14583333333333334,Female,Sales,Sales Executive,5,India
39,41440.0,6,7,6,55,2.0,3,7.63,3,497280.0,3,4.8149999999999995,0.07692307692307693,Male,Sales,Sales Executive,5,USA
41,69711.0,22,4,9,41,,6,4.93,3,836532.0,7,,0.14634146341463414,Other,Finance,Accountant,1,France
60,112591.0,32,24,2,57,,12,-0.4,1,1351092.0,5,,0.2,Other,IT,Developer,1,France
41,63692.0,38,21,15,60,,4,-1.1,2,764304.0,5,,0.0975609756097561,Male,Marketing,SEO Analyst,5,Canada
47,34950.0,30,13,13,73,1.0,11,1.83,3,419400.0,9,1.415,0.23404255319148937,Female,Sales,Account Manager,5,UK
55,162717.0,10,30,6,68,,12,3.0,5,1952604.0,4,,0.21818181818181817,Male,IT,Developer,1,India
49,104563.0,20,24,5,20,,14,2.0,3,1254756.0,12,,0.2857142857142857,Male,IT,Tester,4,Canada
29,83355.0,31,13,7,80,1.0,2,1.63,2,1000260.0,2,1.315,0.06896551724137931,Male,Sales,Sales Executive,2,France
43,98962.0,2,21,7,16,,11,6.1,4,1187544.0,2,,0.2558139534883721,Female,IT,Tester,2,USA
37,53289.0,22,11,2,17,4.0,4,3.77,5,639468.0,4,3.885,0.10810810810810811,Male,Support,Support Engineer,3,France
29,67267.0,38,2,6,45,,8,2.07,3,807204.0,7,,0.27586206896551724,Male,HR,HR Manager,4,UK
23,64955.0,8,5,3,35,,10,7.57,2,779460.0,5,,0.43478260869565216,Male,Marketing,Content Lead,4,UK
47,32693.0,37,12,3,52,,2,0.6,4,392316.0,2,,0.0425531914893617,Other,Marketing,SEO Analyst,3,USA
48,168715.0,9,10,11,9,2.0,15,6.53,2,2024580.0,15,4.265000000000001,0.3125,Other,Support,Support Engineer,1,USA
60,69898.0,37,29,6,41,,5,-2.23,2,838776.0,4,,0.08333333333333333,Other,Finance,Auditor,5,Canada
44,76888.0,22,2,15,72,,13,5.27,4,922656.0,4,,0.29545454545454547,Female,Finance,Auditor,4,Canada
23,77513.0,11,22,11,17,,5,4.13,1,930156.0,2,,0.21739130434782608,Female,IT,Engineer,4,Canada
31,144517.0,40,29,13,73,,4,-2.83,4,1734204.0,4,,0.12903225806451613,Female,Finance,Auditor,2,Canada
56,125280.0,19,1,15,62,,9,6.03,3,1503360.0,6,,0.16071428571428573,Male,Finance,Auditor,3,UK
42,127848.0,26,25,10,7,1.0,2,0.63,3,1534176.0,3,0.815,0.047619047619047616,Other,Sales,Account Manager,5,Canada
42,41729.0,7,7,8,9,,3,7.43,3,500748.0,3,,0.07142857142857142,Female,Marketing,Content Lead,5,France
60,115766.0,31,11,13,76,6.0,5,1.97,4,1389192.0,6,3.985,0.08333333333333333,Female,Sales,Account Manager,2,Germany
45,123401.0,22,17,5,44,,8,2.77,4,1480812.0,4,,0.17777777777777778,Male,Finance,Auditor,5,Canada
60,155850.0,0,13,13,72,,6,7.83,3,1870200.0,3,,0.1,Female,Marketing,Content Lead,1,India
33,127997.0,39,3,1,55,7.0,4,1.7,4,1535964.0,4,4.35,0.12121212121212122,Female,Sales,Account Manager,3,India
27,156714.0,2,23,10,64,,9,5.77,4,1880568.0,8,,0.3333333333333333,Male,Marketing,Content Lead,5,UK
58,149436.0,17,15,12,6,,15,4.1,3,1793232.0,10,,0.25862068965517243,Other,Marketing,SEO Analyst,1,India
30,36058.0,26,6,13,76,5.0,3,3.8,3,432696.0,3,4.4,0.1,Male,Sales,Account Manager,3,India
46,159792.0,8,0,8,50,,3,8.4,3,1917504.0,4,,0.06521739130434782,Other,Finance,Accountant,4,UK
47,74415.0,25,27,3,29,5.0,5,0.5,3,892980.0,6,2.75,0.10638297872340426,Female,Sales,Account Manager,3,Germany
33,43491.0,2,10,8,79,,8,7.93,4,521892.0,2,,0.24242424242424243,Other,Finance,Auditor,2,Canada
29,46600.0,29,7,4,53,10.0,15,3.03,5,559200.0,9,6.515,0.5172413793103449,Male,Sales,Sales Executive,4,Germany
40,57166.0,4,4,15,72,,10,8.53,3,685992.0,10,,0.25,Female,IT,Developer,3,India
40,159746.0,2,1,13,19,3.0,3,9.43,4,1916952.0,4,6.215,0.075,Male,Support,Support Engineer,5,Germany
53,175837.0,27,18,8,31,3.0,4,1.6,2,2110044.0,4,2.3,0.07547169811320754,Female,Sales,Sales Executive,4,France
52,80388.0,19,23,2,11,4.0,8,2.37,1,964656.0,3,3.185,0.15384615384615385,Female,Support,Support Engineer,1,France
52,171878.0,17,29,7,26,4.0,9,1.77,4,2062536.0,10,2.885,0.17307692307692307,Other,Support,Support Engineer,5,UK
59,85221.0,17,15,8,61,,4,4.1,4,1022652.0,4,,0.06779661016949153,Male,Marketing,SEO Analyst,4,USA
48,59266.0,16,6,15,60,,5,5.8,3,711192.0,5,,0.10416666666666667,Other,HR,HR Executive,1,France
37,169877.0,7,0,2,5,,2,8.6,3,2038524.0,3,,0.05405405405405406,Other,Marketing,SEO Analyst,2,Germany
55,78917.0,28,20,8,17,,9,1.07,3,947004.0,8,,0.16363636363636364,Female,Marketing,SEO Analyst,3,France
54,135185.0,36,2,3,24,5.0,3,2.47,3,1622220.0,3,3.7350000000000003,0.05555555555555555,Male,Sales,Sales Executive,1,France
25,110287.0,12,26,11,43,9.0,14,3.27,3,1323444.0,9,6.135,0.56,Female,Sales,Sales Executive,4,India
27,50125.0,27,1,10,45,4.0,11,4.43,4,601500.0,9,4.215,0.4074074074074074,Other,Support,Helpdesk,2,Germany
25,110690.0,7,17,11,43,,9,5.77,5,1328280.0,9,,0.36,Female,HR,HR Manager,3,India
49,47150.0,5,18,15,66,,4,6.0,3,565800.0,5,,0.08163265306122448,Other,IT,Tester,1,UK
34,121514.0,22,2,9,22,9.0,12,5.27,4,1458168.0,7,7.135,0.35294117647058826,Female,Sales,Account Manager,5,Canada
30,179581.0,24,13,15,47,2.0,14,3.03,4,2154972.0,2,2.5149999999999997,0.4666666666666667,Female,Support,Helpdesk,5,France
29,161650.0,31,27,7,70,10.0,9,-0.7,3,1939800.0,6,4.65,0.3103448275862069,Female,Sales,Sales Executive,1,Canada
58,94497.0,33,29,15,42,,5,-1.43,4,1133964.0,4,,0.08620689655172414,Male,IT,Tester,5,India
57,42163.0,5,1,9,48,,3,8.83,3,505956.0,4,,0.05263157894736842,Female,Finance,Accountant,3,France
60,46869.0,23,15,12,71,,5,2.9,2,562428.0,4,,0.08333333333333333,Male,IT,Developer,4,USA
45,77555.0,40,13,12,38,10.0,9,-0.17,4,930660.0,6,4.915,0.2,Female,Support,Helpdesk,5,India
