O*NET-SOC Code,Title,Description,Essential_Skills,Software_Skills,Hot_Technologies
17-2171.00,Petroleum Engineers,Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs. Oversee drilling and offer technical advice.,"['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Computer Modelling Group CMG STARS', 'C++', 'eProduction Solutions PanSystem', 'IBM Notes', 'Eclipse IDE', 'Landmark Graphics TOW/cs', 'SAS', 'TRC Consultants PHDWin', 'Well Flow Dynamics Wellflow', 'Python', 'TERRASCIENCES TerraStation', 'SAP software', 'TIBCO Spotfire', 'Schlumberger Petrel E&P', 'IHS QUE$TOR', 'Microsoft PowerPoint', 'Oracle Java', 'Microsoft Project', 'Microsoft Word', 'Dassault Systemes CATIA', 'Software development tools', 'Oracle Database', 'R', 'DFA Capital Management GEMS', 'Microsoft Visual Studio', 'Finite element analysis FEA software', 'Google Analytics', 'Oracle Primavera Systems', 'Schlumberger PVTi', 'The MathWorks MATLAB', 'Microsoft Excel', 'C#', 'Autodesk AutoCAD', 'IHS Petra', 'Microsoft Office software', 'Microsoft Visio', 'Neotec WELLFLO', 'Linux', 'Microsoft Access', 'Structure query language SQL', 'Web browser software', 'Microsoft Outlook', 'Schlumberger ECLIPSE', 'GeoGraphix ARIES Portfolio']","['C++', 'Eclipse IDE', 'SAS', 'Python', 'SAP software', 'Microsoft PowerPoint', 'Oracle Java', 'Microsoft Project', 'Microsoft Word', 'Oracle Database', 'R', 'Microsoft Visual Studio', 'Google Analytics', 'The MathWorks MATLAB', 'Microsoft Excel', 'C#', 'Autodesk AutoCAD', 'Microsoft Office software', 'Microsoft Visio', 'Linux', 'Microsoft Access', 'Microsoft Outlook']"
17-2199.00,"Engineers, All Other",All engineers not listed separately.,[],[],[]
17-2199.03,"Energy Engineers, Except Wind and Solar","Design, develop, or evaluate energy-related projects or programs to reduce energy costs or improve energy efficiency during the designing, building, or remodeling stages of construction. May specialize in electrical systems; heating, ventilation, and air-conditioning (HVAC) systems; green buildings; lighting; air quality; or energy procurement.","['Active Learning', 'Active Listening', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['C++', 'Trane System Analyzer', 'Autodesk Ecotect', 'Stellar Processes EZ Sim', 'Architectural Energy Corporation ENFORMA Building Diagnostics', 'DOE-2', 'Python', 'Steam System Tool Suite', 'Process Heating Assessment and Survey Tool PHAST', 'Facility Energy Decision Systems FEDS', 'InterEnergy Software Building Energy Analyzer PRO', 'Itron Enterprise Energy Management EEM Suite', 'DesignBuilder Software DesignBuilder', 'Microsoft PowerPoint', 'Fan System Assessment Tool FSAT', 'EnergySoft EnergyPro', 'Microsoft Project', 'Microsoft Word', 'EffTec EffTrack', 'Architectural Energy Corporation VisualDOE', 'MotorMaster+', 'R', 'Chilled Water System Analysis Tool CWSAT', 'Combined Heat and Power Application Tool CHP', 'Program for Energy Analysis of Residences PEAR', 'Microsoft Outlook', 'The MathWorks MATLAB', 'Home Energy Efficient Design HEED', 'AIRMaster+', 'Microsoft Excel', 'Trane TRACE', 'Autodesk AutoCAD', '360 Analytics eQUEST', 'Microsoft Office software', 'Microsoft Visio', 'EnergyPlus', 'Quick Plant Energy Profiler', 'Cool Roof Calculator', 'Carrier Hourly Analysis Program HAP', 'Microsoft Access', 'Performance Systems Development TREAT', 'Retrofit Energy Savings Estimation Model RESEM', 'Energy Efficient Rehab Advisor', 'Fielding Data Labs OptoMizer', 'Federal Renewable Energy Screening Assistant FRESA']","['Autodesk AutoCAD', 'Microsoft Project', 'Microsoft Word', 'C++', 'Microsoft Office software', 'Microsoft Visio', 'R', 'Microsoft Access', 'Microsoft PowerPoint', 'Python', 'Microsoft Outlook', 'The MathWorks MATLAB', 'Microsoft Excel']"
17-2199.05,Mechatronics Engineers,"Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Mentor Graphics VeSys Design', 'Hardware description language HDL', 'The MathWorks Real-Time Workshop', 'C++', 'dSPACE', 'Keysight Intuilink Connectivity Software', 'National Instruments LabVIEW', 'Vector CANalyzer', 'Dassault Systemes SolidWorks', 'Artisan Studio', 'Magellan Firmware', 'The MathWorks Stateflow', 'Dassault Systemes Dymola', 'Vector Canape', 'Woodward MotoTron Control Solutions MotoHawk', 'Unified modeling language UML', 'Python', 'SAP software', 'Programmable logic controller PLC software', 'Structured query language SQL', 'Modelica', 'ANSYS simulation software', 'Microsoft Visual Basic', 'MSC Software Adams', 'PTC Creo Parametric', 'C', 'Finite element method FEM software', 'Simulation software', 'Microsoft PowerPoint', 'Oracle Java', 'Microsoft Project', 'Microsoft Word', 'Dassault Systemes CATIA', 'AVEVA InTouch HMI', 'Computer assisted software engineering CASE software', 'Rapid prototyping software', 'Autodesk AutoCAD Mechanical', 'Microsoft Windows', 'IBM Rational', 'MSC Software Nastran', 'The MathWorks MATLAB', 'Microsoft Excel', 'Debuggers', 'Vector CANoe', 'C#', 'Autodesk AutoCAD', 'Microsoft Office software', 'Microsoft Visio', 'Disk file systems', 'MathWorks Simulink', 'Linux', 'Web browser software', 'Embedded systems development software', 'Microchip MPLAB Integrated Development Environment (IDE)']","['C++', 'Dassault Systemes SolidWorks', 'Python', 'SAP software', 'Structured query language SQL', 'Microsoft Visual Basic', 'C', 'Microsoft PowerPoint', 'Oracle Java', 'Microsoft Project', 'Microsoft Word', 'Microsoft Windows', 'The MathWorks MATLAB', 'Microsoft Excel', 'C#', 'Autodesk AutoCAD', 'Microsoft Office software', 'Microsoft Visio', 'Linux']"
17-2199.06,Microsystems Engineers,"Research, design, develop, or test microelectromechanical systems (MEMS) devices.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Very high-speed integrated circuit VHSIC hardware description language VHDL', 'Intusoft ICAP', 'SUPREM', 'UNIX', 'Python', 'Minitab', 'Debugging software', 'Process simulation software', 'Git', 'Finite element analysis FEA software', 'Synopsys Taurus Medici', 'Facebook', 'Adobe Photoshop', 'Siemens ModelSim', 'Static Free Software Electric VLSI Design System', 'SAS JMP', 'Molecular visualization software', 'COMSOL Multiphysics', 'Microsoft Outlook', 'Perl', 'SAP software', 'Penzar TopSPICE', 'Bash', 'C', 'Synopsys HSPICE', 'Shell script', 'Siemens PLM software', 'Real time operating system RTOS software', 'SimWindows', 'Microsoft Project', 'Microsoft Word', 'Dassault Systemes Abaqus', 'Coventor CoventorWare', 'Verilog', 'Mentor Graphics LeonardoSpectrum', 'The MathWorks MATLAB', 'Microsoft Excel', 'C#', 'Ansys Fluent', 'Microsoft Office software', 'Tanner EDA T-SPICE', 'Beige Bag Software B2 Spice', 'CAzM', 'C++', 'MEMSCAP MEMS Pro', 'National Instruments LabVIEW', 'Transas Group PISCES2', 'Simulation program with integrated circuit emphasis SPICE', 'Apple macOS', 'Dolphin Integration SMASH', 'Microwind Dsch', 'PTC Creo Parametric', 'Microsoft Visual Basic', 'Simulation software', 'JavaScript', 'ANSYS Multiphysics', 'Circuit simulation software', 'Microsoft Windows', 'FLorida Object Oriented Process Simulator FLOOPS', 'Linear Technology LTSpice', 'Linux', 'MSC Software Patran', 'Very high speed integrated circuit VHSIC hardware description language VHDL simulation software', 'IntelliCAD', 'Dassault Systemes SolidWorks', 'SAS', 'Cadence PSpice', 'KLA-Tencor PROLITH', 'Syborg Systems MicroTec', 'Unified modeling language UML', 'PISCES IIB', 'Anisotropic Crystalline Etch Simulation ACES', 'WinSpice', 'ANSYS LS-DYNA', 'Finite element method FEM software', 'Microsoft PowerPoint', 'Oracle Java', 'Schematic capture software', 'Coventor ARCHITECT3D', 'FLorida Object Oriented Design Simulator FLOODS', 'Autodesk AutoCAD', 'IRSIM', 'Tanner EDA L-Edit', 'Xcircuit', 'Microsoft Access', 'Web browser software', 'Microsoft Windows Server', 'Microelectromechanical systems MEMS simulation software', 'Statistical process control SPC software']","['C++', 'Perl', 'UNIX', 'Dassault Systemes SolidWorks', 'SAS', 'Python', 'SAP software', 'Apple macOS', 'Microsoft Visual Basic', 'Bash', 'C', 'Microsoft PowerPoint', 'Shell script', 'JavaScript', 'Oracle Java', 'Microsoft Project', 'Microsoft Word', 'Git', 'Microsoft Windows', 'Facebook', 'Adobe Photoshop', 'The MathWorks MATLAB', 'Microsoft Excel', 'C#', 'Autodesk AutoCAD', 'Microsoft Office software', 'Linux', 'Microsoft Access', 'Microsoft Windows Server', 'Microsoft Outlook']"
17-2199.07,Photonics Engineers,"Design technologies specializing in light information or light energy, such as laser or fiber optics technology.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['C++', 'Optiwave OptiSPICE', 'National Instruments LabVIEW', 'Adept Scientific GRAMS', 'Perl', 'Dassault Systemes SolidWorks', 'Pattern recognition software', 'QGIS', 'SAS', 'UNIX', 'Python', 'Optical Research Associates LightTools', 'Photon Design FIMMWAVE', 'Formula translation/translator FORTRAN', 'Computer-aided drafting or design software', 'Microsoft Visual Basic', 'Apollo Photonics APSS', 'Debugging software', 'Photon Design CrystalWave', 'C', 'ESRI software', 'Zemax', 'Optiwave OptiBPM', 'Microsoft PowerPoint', 'Shell script', 'Oracle Java', 'Photon Design OmniSim', 'Microsoft .NET Framework', 'Microsoft Word', 'Dassault Systemes CATIA', 'Go', 'R', 'Finite element analysis FEA software', 'Optiwave OptiFDTD', 'ESRI ArcGIS software', 'Facebook', 'Mapping software', 'The MathWorks MATLAB', 'Microsoft Excel', 'Photon Design PICWave', 'Spectroscopy software', 'C#', 'Autodesk AutoCAD', 'Mathsoft Mathcad', 'Microsoft Office software', 'Microsoft Visio', 'Wolfram Research Mathematica', 'Linux', 'Structure query language SQL', 'BPM_CAD', 'Photon Design FIMMPROP', 'Microsoft Outlook']","['C++', 'Perl', 'UNIX', 'Dassault Systemes SolidWorks', 'SAS', 'Python', 'Microsoft Visual Basic', 'C', 'Microsoft PowerPoint', 'Shell script', 'Oracle Java', 'Microsoft .NET Framework', 'Microsoft Word', 'Go', 'R', 'ESRI ArcGIS software', 'Facebook', 'The MathWorks MATLAB', 'Microsoft Excel', 'C#', 'Autodesk AutoCAD', 'Microsoft Office software', 'Microsoft Visio', 'Linux', 'Microsoft Outlook']"
17-2199.08,Robotics Engineers,"Research, design, develop, or test robotic applications.","['Active Listening', 'Critical Thinking', 'Writing', 'Monitoring', 'Reading Comprehension']","['C++', 'Computer aided design and drafting CADD software', 'Computer-aided engineering CAE software', 'National Instruments LabVIEW', 'UNIX', 'Dassault Systemes SolidWorks', 'Keb Combivis Studio', 'Siemens SIMATIC STEP 7', 'Python', 'CODESYS', 'Presagis Stage', 'Human machine interface HMI software', 'Programmable logic controller PLC software', 'Structured query language SQL', 'Ladder Logic', 'Video digitizers', 'Microsoft Visual Basic', 'C', 'Computer aided software engineering CASE tools', 'Microsoft PowerPoint', 'JavaScript', 'Oracle Java', 'Real time operating system RTOS software', 'Amazon Web Services AWS software', 'Profilers', 'Image processors', 'Microsoft .NET Framework', 'Bentley MicroStation', 'Robotics Academy ROBOTC', 'Microsoft Project', 'Microsoft Word', 'Dassault Systemes CATIA', 'AVEVA InTouch HMI', 'Oracle Database', 'Software development tools', 'Git', 'Concurrent Versions Systems', 'Graphical user interface GUI builder software', 'Microsoft Visual Studio', 'Finite element analysis FEA software', 'Supervisory control and data acquisition SCADA software', 'Haskell', 'Windows Embedded Compact', 'Microsoft Windows', 'Compilers', 'Wind River Systems VxWorks', 'USyCaMs', 'Gazebo', 'Microsoft Excel', 'Debuggers', 'The MathWorks MATLAB', 'C#', 'Autodesk AutoCAD', 'Rockwell RSLogix', 'Laboratory information management system LIMS', 'Atlassian JIRA', 'Microsoft Office software', 'Microsoft Visio', 'Version control software', 'Testing software', 'MathWorks Simulink', 'Linux', 'Variable frequency drive VFD software', 'GRASPIT!', 'List processing language LISP', 'Siemens SIMATIC WinCC', 'Microsoft Outlook']","['C++', 'UNIX', 'Dassault Systemes SolidWorks', 'Python', 'Structured query language SQL', 'Microsoft Visual Basic', 'C', 'Microsoft PowerPoint', 'JavaScript', 'Oracle Java', 'Amazon Web Services AWS software', 'Microsoft .NET Framework', 'Bentley MicroStation', 'Microsoft Project', 'Microsoft Word', 'Oracle Database', 'Git', 'Microsoft Visual Studio', 'Microsoft Windows', 'The MathWorks MATLAB', 'Microsoft Excel', 'C#', 'Autodesk AutoCAD', 'Atlassian JIRA', 'Microsoft Office software', 'Microsoft Visio', 'Linux', 'Microsoft Outlook']"
17-2199.09,Nanosystems Engineers,"Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering.","['Active Listening', 'Science', 'Speaking', 'Critical Thinking', 'Reading Comprehension']","['Oracle Manufacturing Scheduling', 'National Instruments LabVIEW', 'Tableau', 'Dassault Systemes SolidWorks', 'IMSI Design DesignCAD', 'CP2K', 'Finite difference time domain FDTD software', 'Adobe FreeHand MX', 'Apache Hadoop', 'LAMMPS Molecular Dynamics Simulator', 'Python', 'DL_POLY', 'SAP software', 'UTQUANT', 'MAYA Nastran', 'Optical Research Associates LightTools', 'Structured query language SQL', 'CPMD', 'PTC Creo Parametric', 'Breault Research ASAP', 'Simulation software', 'Microsoft PowerPoint', 'Oracle Java', 'General Atomic and Molecular Electronic Structure System GAMESS', 'Microsoft Project', 'Microsoft Word', 'Dassault Systemes CATIA', 'CSC Elmer', 'ESA MOSAICS', 'Dassault Systemes Abaqus', 'Oracle Database', 'Vienna Ab-Initio Simulation Package VASP', 'Rapid prototyping software', 'QuantumWise Atomistix ToolKit', 'AWS Elastic MapReduce (EMR)', 'Microsoft Windows', 'Apache MXNet', 'Salesforce software', 'GE Healthcare Centricity EMR', 'LinkCAD', 'Microsoft Excel', 'Autodesk AutoCAD', 'Tanner EDA L-Edit', 'Microsoft Office software', 'Data acquisition software', 'Microsoft Visio', 'SEMC-2D', 'Linux', 'NWChem']","['Autodesk AutoCAD', 'Microsoft Project', 'Microsoft Word', 'Structured query language SQL', 'Oracle Database', 'Microsoft Office software', 'Microsoft Visio', 'Tableau', 'Linux', 'Dassault Systemes SolidWorks', 'Microsoft PowerPoint', 'Microsoft Windows', 'SAP software', 'Python', 'Apache Hadoop', 'Oracle Java', 'Salesforce software', 'Microsoft Excel']"
17-2199.10,Wind Energy Engineers,Design underground or overhead wind farm collector systems and prepare and develop site specifications.,"['Active Listening', 'Mathematics', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Geographic information system GIS software', 'C++', 'JUnit', 'Siemens PSS Product Suite', 'ESRI ArcGIS Spatial Analyst', 'National Instruments LabVIEW', 'Tableau', 'Dassault Systemes SolidWorks', 'UNIX', 'Web conferencing software', 'GE Energy Positive Sequence Load Flow Software PSLF', 'Wonderware software', 'Python', 'WindSim', 'Microsoft Visual Basic Scripting Edition VBScript', 'DIgSILENT PowerFactory', 'ESRI ArcInfo', 'Structured query language SQL', 'Microsoft Visual C# .NET', 'Formula translation/translator FORTRAN', 'ANSYS simulation software', 'Microsoft Visual Basic', 'PTC Creo Parametric', 'SKM Systems Analysis Power Tools', 'Microsoft PowerPoint', 'Google Earth Pro', 'Oracle Java', 'PowerWorld Corporation PowerWorld Simulator', 'Amazon Web Services AWS software', 'Microsoft .NET Framework', 'Bentley MicroStation', 'Microsoft Project', 'Microsoft Word', 'Software development tools', 'Global Mapper Software Global Mapper', 'Git', 'Computational fluid dynamics CFD software', 'Microsoft SQL Server', 'Manitoba HVDC Research Centre PSCAD', 'Microsoft Visual Studio', 'Supervisory control and data acquisition SCADA software', 'Extensible markup language XML', 'ESRI ArcGIS software', 'Oracle Primavera Systems', 'Microsoft Visual Basic.NET', 'EMD International WindPRO', 'Microsoft Excel', 'Risoe National Laboratory Wind Atlas Analysis and Application Program WAsP', 'The MathWorks MATLAB', 'Apache Subversion SVN', 'Autodesk AutoCAD', 'C#', 'Mathsoft Mathcad', 'Microsoft Office software', 'Microsoft Visio', 'Apache Ant', 'ReSoft WindFarm', 'Schneider Electric Direct Coordination', 'Linux', 'Microsoft Access', 'Web browser software', 'Power system modeling software', 'Microsoft Outlook']","['C++', 'JUnit', 'UNIX', 'Tableau', 'Dassault Systemes SolidWorks', 'Python', 'Structured query language SQL', 'Microsoft Visual Basic', 'Microsoft PowerPoint', 'Oracle Java', 'Amazon Web Services AWS software', 'Microsoft .NET Framework', 'Bentley MicroStation', 'Microsoft Project', 'Microsoft Word', 'Git', 'Microsoft SQL Server', 'Microsoft Visual Studio', 'Extensible markup language XML', 'ESRI ArcGIS software', 'The MathWorks MATLAB', 'Microsoft Excel', 'Apache Subversion SVN', 'Autodesk AutoCAD', 'C#', 'Microsoft Office software', 'Microsoft Visio', 'Linux', 'Microsoft Access', 'Microsoft Outlook']"
17-2199.11,Solar Energy Systems Engineers,"Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements, local climates, solar technology, and thermodynamics.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Solar and Wind Energy Resource Assessment SWERA', 'PVsyst', 'C++', 'Computer aided design and drafting CADD software', 'National Instruments LabVIEW', 'Autodesk AutoCAD LT', 'Dassault Systemes SolidWorks', 'National Instruments Compact FieldPoint System', 'Python', 'PV Optics', 'Aurora HelioScope', 'Autodesk Revit', 'RETScreen', 'Structured query language SQL', 'Google Workspace software', 'Trimble SketchUp Pro', 'Microsoft Visual Basic', 'Debugging software', 'Solar Advisor Model', 'Bash', 'Database software', 'Finite element method FEM software', 'Oracle Hyperion', 'IMSI TurboCAD', 'Microsoft PowerPoint', 'Simulation software', 'SKM Systems Analysis Power Tools', 'JavaScript', 'Optical Physics Technologies SUN_CHART', 'Microsoft Project', 'Global positioning system GPS software', 'Microsoft Word', 'Software development tools', 'Energy-10', 'R', 'Microsoft Visual Basic for Applications VBA', 'Regional Energy Deployment System ReEDS', 'Supervisory control and data acquisition SCADA software', 'Python Tools for Visual Studio (PTVS)', 'Geographic information system GIS systems', 'Salesforce software', 'Data visualization software', 'The MathWorks MATLAB', 'Microsoft Excel', 'SOLAR-2', 'Ansys Fluent', 'Autodesk AutoCAD', 'Microsoft Office software', 'Data acquisition software', 'Microsoft Visio', 'SolTrace', 'ETAP', 'Linux', 'Microsoft Access', 'Simple Model of the Atmospheric Radiative Transfer of Sunshine SMARTS', 'HOMER Micropower Optimization Model', 'Microsoft Outlook']","['C++', 'Dassault Systemes SolidWorks', 'Python', 'Autodesk Revit', 'Structured query language SQL', 'Google Workspace software', 'Trimble SketchUp Pro', 'Microsoft Visual Basic', 'Bash', 'Microsoft PowerPoint', 'JavaScript', 'Microsoft Project', 'Microsoft Word', 'R', 'Microsoft Visual Basic for Applications VBA', 'Salesforce software', 'The MathWorks MATLAB', 'Microsoft Excel', 'Autodesk AutoCAD', 'Microsoft Office software', 'Microsoft Visio', 'Linux', 'Microsoft Access', 'Microsoft Outlook']"
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.","['Active Listening', 'Critical Thinking', 'Writing', 'Monitoring', 'Reading Comprehension']","['Autodesk Architectural Desktop', 'Computer aided design and drafting CADD software', 'McNeel Rhinoceros 3D', '100 Plus Hatch Pattern Library', 'Autodesk 3ds Max', 'Autodesk Inventor', 'Alias Wavefront Design Studio', 'Softimage Extreme', 'Specification software', 'SpecsInTact', 'Bentley Systems InRoads Suite', 'Microsoft .NET Framework', 'Dassault Systemes CATIA', 'Digitizing and photogrammetric software', 'VectorWorks ARCHITECT', 'Extensible markup language XML', 'ESRI ArcGIS software', 'Geographic information system GIS systems', 'Adobe Photoshop', 'OpenRoads Designer', 'Adobe Creative Cloud software', 'Microsoft Visio', 'Microsoft Outlook', 'Tekla software', 'Graphic presentation software', 'Topographic map software', 'SAP software', 'ENERCALC FastFrame', 'C', 'Corel Paint Shop Pro', 'Adobe Illustrator', 'Scanning software', 'ESRI ArcView', 'Microsoft Project', 'Microsoft Word', 'Motion graphics software', 'Document management system software', 'Microsoft Excel', 'Computer assisted design software', 'Microsoft Office software', 'Sun Microsystems Cobalt', 'Graphisoft ArchiCAD', 'Autodesk 3d Studio Viz', 'Adobe InDesign', 'Three-dimensional modeling software', 'Microsoft Paint', 'Landscape modeling software', 'Autodesk Revit Architecture', 'Adobe Acrobat', 'ERP software', 'Trimble SketchUp Pro', 'PTC Creo Parametric', 'Database software', 'Adobe LiveMotion', 'NavisWorks Jetstream', 'Logitech 3D Pro', 'Computer aided design and drafting software CADD', 'Bentley WaterCAD', 'Microsoft Windows', 'ARCOM Masterspec', 'Autodesk Softdesk', 'Boundary survey software', 'Autodesk Navisworks', 'Autodesk Land Desktop', 'Autodesk AutoCAD Civil 3D', 'Dassault Systemes SolidWorks', 'Adobe After Effects', 'Autodesk Revit', 'AutoDesSys form Z', 'Intergraph Image Analyst', 'Microsoft PowerPoint', 'Non uniform rational b-splines NURBS software', 'Geomechanical design analysis GDA software', 'Piping and instrumentation design PID software', 'UGS Solid Edge', 'Bentley MicroStation', 'Bentley GeoPak Bridge', 'Bill of materials software', 'Animation software', 'Autodesk AutoCAD', 'Microsoft Access']","['Autodesk AutoCAD Civil 3D', 'Dassault Systemes SolidWorks', 'Adobe After Effects', 'SAP software', 'Adobe Acrobat', 'Autodesk Revit', 'Trimble SketchUp Pro', 'C', 'Microsoft PowerPoint', 'Adobe Illustrator', 'Microsoft .NET Framework', 'Bentley MicroStation', 'Microsoft Project', 'Microsoft Word', 'Extensible markup language XML', 'ESRI ArcGIS software', 'Microsoft Windows', 'Adobe Photoshop', 'Adobe Creative Cloud software', 'Microsoft Excel', 'Autodesk AutoCAD', 'Microsoft Office software', 'Microsoft Visio', 'Microsoft Access', 'Adobe InDesign', 'Microsoft Outlook']"
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.","['Active Learning', 'Active Listening', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Manufacturing resource planning MRP software', 'Very high speed integrated circuit VHSIC hardware description language VHDL simulation software', 'Field programmable gate array FPGA design software', 'Zuken CADSTAR', 'C++', 'Exact Software Macola ERP', 'PTC Pro/Cable', '1CadCam Unigraphics', 'PCI Express PCIe', 'Cadence Virtuoso Layout Suite', 'Perl', 'UNIX', 'Dassault Systemes SolidWorks', 'Magellan Firmware', 'Cadence PSpice', 'Microsoft SharePoint', 'Bowen & Groves M1 ERP', 'Linux Virtual Server', 'Made2Manage Systems M2M ERP', 'Python', 'SAP software', 'Simulation program with integrated circuit emphasis SPICE', 'SoftBrands Fourth Shift Edition', 'Autodesk Revit', 'Programmable logic controller PLC software', 'Mentor Graphics Xpedition xDX Designer', 'Bentley I/RAS B', 'PTC Windchill', 'Bentley Systems ProjectWise', 'PTC Creo Parametric', 'Oracle JD Edwards EnterpriseOne Project Management', 'C', 'SKM Systems Analysis Power Tools', 'Microsoft PowerPoint', 'PTC Pro/INTRALINK', 'NavisWorks Jetstream', 'Adobe Illustrator', 'UGS Solid Edge', 'Computer aided design and drafting software CADD', 'Bentley MicroStation', 'Corel CorelDraw Graphics Suite', 'Microsoft Project', 'Microsoft Word', 'Dassault Systemes CATIA', 'SystemVerilog', 'Sage ERP Accpac', 'Intergraph INtools', 'COADE CADWorx P&ID', 'Supervisory control and data acquisition SCADA software', 'Bentley AutoPLANT', 'Mentor Graphics Expedition Enterprise', 'Bentley PlantSpace SupportModeler', 'Geographic information system GIS systems', 'Verilog', 'SofTech CADRA', 'Aveva Group Plant Design Management System PDMS', 'PTC Pro/Pipe', 'The MathWorks MATLAB', 'Microsoft Excel', 'Autodesk AutoCAD', 'Design specification database software', 'Cadence OrCAD software', 'ECT International Raceway Multi-Pack', 'Microsoft Office software', 'Tool command language Tcl', 'Microsoft Visio', 'IBM Lotus Notes', 'MathWorks Simulink', 'Autodesk Navisworks', 'Linux', 'Microsoft Access', 'PEDYN P2000', 'Mentor Graphics PADS', 'Epicor Vantage ERP', 'Microsoft Outlook']","['C++', 'Perl', 'UNIX', 'Dassault Systemes SolidWorks', 'Microsoft SharePoint', 'Python', 'SAP software', 'Autodesk Revit', 'C', 'Microsoft PowerPoint', 'Adobe Illustrator', 'Bentley MicroStation', 'Microsoft Project', 'Microsoft Word', 'The MathWorks MATLAB', 'Microsoft Excel', 'Autodesk AutoCAD', 'Microsoft Office software', 'Microsoft Visio', 'Linux', 'Microsoft Access', 'Microsoft Outlook']"
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.","['Active Learning', 'Active Listening', 'Mathematics', 'Critical Thinking', 'Reading Comprehension']","['Graphic presentation software', 'Computer aided design and drafting CADD software', 'McNeel Rhinoceros 3D', 'PTC Pro/Cable', 'Three-dimensional scanning software', '1CadCam Unigraphics', 'Autodesk AutoCAD Civil 3D', 'Dassault Systemes SolidWorks', 'Adobe After Effects', 'Autodesk Inventor', 'SAP software', 'Autodesk Revit', 'ERP software', 'Trimble SketchUp Pro', 'PTC Creo Parametric', 'Adobe LiveMotion', 'Microsoft PowerPoint', 'Non uniform rational b-splines NURBS software', 'NavisWorks Jetstream', 'Piping and instrumentation design PID software', 'Computer aided design and drafting software CADD', 'Bentley MicroStation', 'Scanning software', 'Microsoft Project', 'Microsoft Word', 'Dassault Systemes CATIA', 'Motion graphics software', 'Reverse engineering software', 'Autodesk Mechanical', 'Rapid prototyping software', 'Extensible markup language XML', 'Document management system software', 'Bill of materials software', 'ESRI ArcGIS software', 'SofTech CADRA', 'Siemens Solid Edge', 'Microsoft Excel', 'Autodesk AutoCAD', 'Microsoft Office software', 'Bentley Navigator', 'Autodesk Navisworks', 'Microsoft Access', 'Microsoft Outlook']","['Bentley MicroStation', 'Autodesk AutoCAD', 'Autodesk Revit', 'Microsoft Project', 'Microsoft Word', 'Microsoft Office software', 'Trimble SketchUp Pro', 'Autodesk AutoCAD Civil 3D', 'Dassault Systemes SolidWorks', 'Extensible markup language XML', 'ESRI ArcGIS software', 'Adobe After Effects', 'Microsoft Access', 'Microsoft PowerPoint', 'SAP software', 'Microsoft Outlook', 'Microsoft Excel']"
17-3019.00,"Drafters, All Other",All drafters not listed separately.,[],[],[]
