Employee_ID,Department,Role,Risk_Level,Attrition_Probability,Engagement_Score,Satisfaction_Score,Skill_Gap_Count,Top_Skill_Gaps,Recommended_Training
166,IT,Tester,LOW,0.0487,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
167,HR,HR Manager,LOW,0.0307,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
168,HR,HR Executive,HIGH,0.6285,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
169,Support,Support Engineer,LOW,0.0663,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
170,Sales,Account Manager,HIGH,0.838,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
171,Marketing,SEO Analyst,MEDIUM,0.5464,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
172,HR,HR Manager,LOW,0.0516,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
173,Support,Support Engineer,LOW,0.0455,2.94,3.02,401,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
174,Marketing,Content Lead,MEDIUM,0.5196,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
175,Marketing,SEO Analyst,MEDIUM,0.5453,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
176,Support,Helpdesk,MEDIUM,0.5703,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
177,Support,Helpdesk,LOW,0.1061,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
178,Sales,Account Manager,LOW,0.0485,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
179,Marketing,SEO Analyst,HIGH,0.7558,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
180,Support,Helpdesk,HIGH,0.7135,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
181,Support,Helpdesk,LOW,0.0677,2.94,3.02,401,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
182,Support,Support Engineer,LOW,0.0379,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
183,Sales,Account Manager,LOW,0.12,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
184,Finance,Auditor,LOW,0.1478,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
185,Sales,Sales Executive,MEDIUM,0.5855,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
186,IT,Developer,MEDIUM,0.597,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
187,Support,Support Engineer,LOW,0.0911,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
188,Support,Support Engineer,LOW,0.2922,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
189,Finance,Accountant,HIGH,0.8201,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
190,Finance,Auditor,MEDIUM,0.3074,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
191,HR,HR Executive,LOW,0.0898,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
192,IT,Engineer,HIGH,0.6442,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
193,Support,Support Engineer,MEDIUM,0.4632,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
194,Finance,Auditor,MEDIUM,0.4509,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
195,Support,Helpdesk,MEDIUM,0.4558,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
196,HR,HR Manager,MEDIUM,0.5668,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
197,HR,HR Executive,LOW,0.0414,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
198,Finance,Accountant,LOW,0.0847,2.94,3.02,1432,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
199,IT,Tester,LOW,0.069,2.94,3.02,2495,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
200,IT,Engineer,HIGH,0.7584,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
201,Finance,Accountant,MEDIUM,0.3272,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
202,Finance,Accountant,MEDIUM,0.3248,2.94,3.02,1435,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
203,Marketing,SEO Analyst,MEDIUM,0.4517,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
204,HR,HR Executive,LOW,0.0762,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
205,Marketing,Content Lead,MEDIUM,0.3842,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
206,Sales,Sales Executive,LOW,0.1074,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
207,Support,Helpdesk,MEDIUM,0.4418,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
208,Support,Support Engineer,MEDIUM,0.4682,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
209,Sales,Account Manager,LOW,0.072,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
210,Sales,Sales Executive,LOW,0.2108,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
211,Finance,Auditor,LOW,0.0962,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
212,Sales,Account Manager,MEDIUM,0.5709,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
213,Sales,Sales Executive,LOW,0.1738,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
214,Sales,Account Manager,LOW,0.0627,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
215,HR,HR Manager,HIGH,0.6208,2.94,3.02,398,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
216,Marketing,SEO Analyst,LOW,0.1273,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
217,IT,Engineer,MEDIUM,0.5556,2.94,3.02,2495,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
218,IT,Developer,LOW,0.1162,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
219,Finance,Auditor,LOW,0.2669,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
220,Support,Support Engineer,LOW,0.0496,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
221,Sales,Sales Executive,HIGH,0.7615,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
222,Marketing,Content Lead,MEDIUM,0.3934,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
223,HR,HR Executive,LOW,0.047,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
224,Sales,Account Manager,MEDIUM,0.4054,2.94,3.02,671,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
225,Sales,Sales Executive,HIGH,0.8049,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
226,Finance,Auditor,LOW,0.205,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
227,Support,Helpdesk,HIGH,0.6048,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
228,Support,Support Engineer,MEDIUM,0.4621,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
229,HR,HR Manager,LOW,0.0433,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
230,Finance,Auditor,LOW,0.1307,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
231,Finance,Accountant,MEDIUM,0.4814,2.94,3.02,1432,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
232,HR,HR Manager,MEDIUM,0.3403,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
233,IT,Developer,MEDIUM,0.418,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
234,Finance,Accountant,LOW,0.1065,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
235,HR,HR Executive,MEDIUM,0.5046,2.94,3.02,398,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
236,Finance,Accountant,LOW,0.0974,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
237,Sales,Account Manager,LOW,0.1122,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
238,Support,Support Engineer,LOW,0.0622,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
239,Finance,Auditor,MEDIUM,0.3493,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
240,IT,Developer,LOW,0.1346,2.94,3.02,2491,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
241,Support,Helpdesk,LOW,0.0767,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
242,Marketing,Content Lead,LOW,0.036,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
243,Support,Support Engineer,LOW,0.0756,2.94,3.02,401,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
244,Support,Helpdesk,LOW,0.0809,2.94,3.02,401,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
245,Sales,Sales Executive,HIGH,0.7788,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
246,Finance,Accountant,MEDIUM,0.4315,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
247,IT,Engineer,MEDIUM,0.5517,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
248,IT,Engineer,MEDIUM,0.4713,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
249,HR,HR Executive,LOW,0.1421,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
250,IT,Developer,LOW,0.0461,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
251,Finance,Accountant,MEDIUM,0.5325,2.94,3.02,1432,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
252,Support,Helpdesk,MEDIUM,0.5881,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
253,Marketing,SEO Analyst,LOW,0.0434,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
254,IT,Engineer,LOW,0.1041,2.94,3.02,2495,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
255,Sales,Sales Executive,MEDIUM,0.4472,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
256,HR,HR Manager,MEDIUM,0.5823,2.94,3.02,398,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
257,Finance,Accountant,HIGH,0.8286,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
258,HR,HR Executive,MEDIUM,0.5502,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
259,Finance,Auditor,LOW,0.0956,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
260,HR,HR Manager,MEDIUM,0.493,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
261,Marketing,SEO Analyst,LOW,0.109,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
262,IT,Tester,HIGH,0.7983,2.94,3.02,2494,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
263,IT,Engineer,MEDIUM,0.4201,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
264,Finance,Auditor,HIGH,0.6604,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
265,HR,HR Executive,HIGH,0.6632,2.94,3.02,398,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
266,Marketing,Content Lead,LOW,0.0348,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
267,Support,Support Engineer,LOW,0.2103,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
268,Marketing,Content Lead,LOW,0.0405,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
269,HR,HR Executive,LOW,0.0884,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
270,HR,HR Executive,MEDIUM,0.3349,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
271,Finance,Accountant,LOW,0.1026,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
272,Marketing,Content Lead,LOW,0.1731,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
273,Sales,Account Manager,MEDIUM,0.3071,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
274,IT,Tester,LOW,0.0853,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
275,HR,HR Manager,MEDIUM,0.4564,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
276,IT,Engineer,LOW,0.0622,2.94,3.02,2494,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
277,Sales,Account Manager,LOW,0.0711,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
278,Sales,Sales Executive,HIGH,0.7917,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
279,Sales,Account Manager,LOW,0.0994,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
280,Finance,Auditor,LOW,0.2616,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
281,Sales,Account Manager,LOW,0.2592,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
282,Finance,Accountant,MEDIUM,0.4439,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
283,HR,HR Manager,HIGH,0.7888,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
284,Support,Helpdesk,HIGH,0.727,2.94,3.02,401,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
285,Support,Helpdesk,MEDIUM,0.5232,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
286,Sales,Sales Executive,LOW,0.1612,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
287,IT,Developer,MEDIUM,0.3657,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
288,Marketing,SEO Analyst,MEDIUM,0.5104,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
289,Marketing,Content Lead,LOW,0.0718,2.94,3.02,177,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
290,Sales,Sales Executive,LOW,0.2436,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
291,IT,Developer,MEDIUM,0.3795,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
292,Sales,Sales Executive,MEDIUM,0.5301,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
293,HR,HR Manager,MEDIUM,0.5163,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
294,HR,HR Manager,MEDIUM,0.5246,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
295,Support,Helpdesk,LOW,0.2602,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
296,Support,Support Engineer,MEDIUM,0.4309,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
297,Support,Helpdesk,LOW,0.1323,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
298,Sales,Account Manager,LOW,0.0706,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
299,HR,HR Manager,LOW,0.0533,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
300,Finance,Accountant,MEDIUM,0.5847,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
301,Marketing,Content Lead,LOW,0.0421,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
302,Finance,Auditor,MEDIUM,0.3243,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
303,Sales,Account Manager,MEDIUM,0.5532,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
304,Sales,Sales Executive,LOW,0.1042,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
305,IT,Developer,LOW,0.0647,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
306,IT,Engineer,LOW,0.078,2.94,3.02,2491,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
307,Finance,Auditor,MEDIUM,0.5531,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
308,HR,HR Manager,LOW,0.0768,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
309,IT,Developer,LOW,0.2911,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
310,HR,HR Manager,MEDIUM,0.5315,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
311,HR,HR Executive,LOW,0.0323,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
312,Support,Helpdesk,LOW,0.0625,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
313,Support,Support Engineer,HIGH,0.7482,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
314,HR,HR Manager,HIGH,0.7189,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
315,Sales,Sales Executive,MEDIUM,0.3933,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
316,Finance,Accountant,LOW,0.0568,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
317,Sales,Account Manager,LOW,0.0788,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
318,Sales,Account Manager,MEDIUM,0.3842,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
319,HR,HR Executive,HIGH,0.7455,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
320,Marketing,SEO Analyst,MEDIUM,0.4718,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
321,Marketing,SEO Analyst,LOW,0.0366,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
322,IT,Tester,HIGH,0.6471,2.94,3.02,2491,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
323,Marketing,Content Lead,MEDIUM,0.4336,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
324,IT,Tester,HIGH,0.6372,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
325,IT,Engineer,LOW,0.0963,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
326,Marketing,Content Lead,MEDIUM,0.5267,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
327,Sales,Sales Executive,MEDIUM,0.3448,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
328,Finance,Accountant,HIGH,0.7879,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
329,HR,HR Manager,LOW,0.2517,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
330,IT,Developer,HIGH,0.6715,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
331,Sales,Account Manager,LOW,0.0611,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
332,Sales,Sales Executive,LOW,0.0928,2.94,3.02,671,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
333,HR,HR Manager,LOW,0.0927,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
